"","SOURCEID","pscs","X","Y","CLYPPT","CLYPPT.sd","SOURCEDB","DEPTH"
"863","EcE02509","SANDY",6321406.76784685,3692905.84352902,6,6,"NASIS",NA
"864","04CA729C429jbf","LOAMY-SKELETAL",6381528.98804102,3613763.19804836,20,8,"NASIS",NA
"865","2004CA051003","ASHY-SKELETAL",6381635.83122955,3614049.67056804,6,10,"NASIS",NA
"866","04CA729C432jbf","ASHY-SKELETAL",6382925.32940281,3614603.37644976,6,10,"NASIS",NA
"867","04CA729C433jbf","ASHY-SKELETAL",6382886.02199268,3614627.6747727,6,10,"NASIS",NA
"868","04CA729C434jbf","ASHY-SKELETAL",6383322.70518916,3614443.34014171,6,10,"NASIS",NA
"869","2004CA051004","ASHY-SKELETAL",6383204.09725142,3613768.49112732,6,10,"NASIS",NA
"870","04CA729C436jbf","ASHY-SKELETAL",6382952.74482957,3613598.19766749,6,10,"NASIS",NA
"871","04CA729C437jbf","LOAMY-SKELETAL",6379615.49688292,3617136.94215383,20,8,"NASIS",NA
"872","04CA729C439jbf","LOAMY-SKELETAL",6378505.87089222,3616314.80783746,20,8,"NASIS",NA
"873","04CA729C440jbf","LOAMY-SKELETAL",6380325.63019202,3617996.97898015,20,8,"NASIS",NA
"874","1977NV031037","CLAYEY",6378192.93156003,3795889.12266375,64,16,"NASIS",NA
"875","04CA729C441jbf","SANDY-SKELETAL",6380818.9828479,3618187.8506147,6,6,"NASIS",NA
"876","1977NV031038","LOAMY-SKELETAL",6376997.3607585,3795174.96747738,20,8,"NASIS",NA
"877","04CA729C442jbf","LOAMY-SKELETAL",6376901.41618444,3616679.0180434,20,8,"NASIS",NA
"878","1977NV031039","LOAMY-SKELETAL",6376556.33079931,3795469.7145287,20,8,"NASIS",NA
"879","1977NV031040","LOAMY-SKELETAL",6376527.13577786,3795900.99484042,20,8,"NASIS",NA
"880","04CA729C443jbf","LOAMY-SKELETAL",6378581.12471189,3616882.46424896,20,8,"NASIS",NA
"881","04CA729C444jbf","LOAMY-SKELETAL",6376745.82122787,3616458.50539985,20,8,"NASIS",NA
"882","04CA729C445jbf","ASHY-SKELETAL",6381219.92171402,3616096.54830447,6,10,"NASIS",NA
"883","04CA729C446jbf","LOAMY-SKELETAL",6380388.97701064,3615860.71497602,20,8,"NASIS",NA
"884","04CA729C447jbf","ASHY-SKELETAL",6382996.54885174,3617982.69318449,6,10,"NASIS",NA
"885","1977NV031041","LOAMY-SKELETAL",6376278.38945816,3795813.0887012,20,8,"NASIS",NA
"886","04CA729C448jbf","ASHY-SKELETAL",6385504.92940851,3611392.38828097,6,10,"NASIS",NA
"887","04CA729C449jbf","CLAYEY",6386272.09167626,3611177.88400712,64,16,"NASIS",NA
"888","04CA729C450jbf","CLAYEY",6385924.78313897,3611287.62330843,64,16,"NASIS",NA
"889","1977NV031042","COARSE-LOAMY",6375873.02455665,3796324.72921293,10,8,"NASIS",NA
"890","1977NV031043","LOAMY-SKELETAL",6375693.35575945,3796573.66812431,20,8,"NASIS",NA
"891","1977NV031044","FINE-LOAMY",6375007.9894438,3796974.41478637,27,6,"NASIS",NA
"892","1977NV031045","FINE-LOAMY",6374521.17790951,3797283.10727408,27,6,"NASIS",NA
"893","1977NV031046","FINE-LOAMY",6374113.67255157,3797340.49345064,27,6,"NASIS",NA
"894","1977NV031047","FINE-LOAMY",6374010.27738125,3798931.92881279,27,6,"NASIS",NA
"895","1977NV031050","CLAYEY",6375268.41881905,3799334.16249406,64,16,"NASIS",NA
"896","20-Oct","COARSE-LOAMY",6311233.23632105,3697446.1849776,10,8,"NASIS",NA
"897","Nov-38","COARSE-LOAMY",6321847.85406525,3694921.88603069,10,8,"NASIS",NA
"900","Nov-47","SANDY",6321347.17364744,3694475.20605594,6,6,"NASIS",NA
"901","1977NV031132","COARSE-LOAMY",6328931.02838446,3707585.462695,10,8,"NASIS",NA
"902","1977NV031150","FINE-SILTY",6378875.79856282,3788405.51428544,27,6,"NASIS",NA
"903","1977NV031157","CLAYEY",6376636.14871057,3797363.41640574,64,16,"NASIS",NA
"904","18-Sep","COARSE-LOAMY",6325644.2688488,3696406.29969135,10,8,"NASIS",NA
"905","1972NV031073","CLAYEY",6343201.33698462,3762504.94428117,64,16,"NASIS",NA
"906","1972NV031083","LOAMY-SKELETAL",6341493.86709034,3764812.7130014,20,8,"NASIS",NA
"907","WRR-S1","FINE",6205191.28108535,3785390.59425525,48,9,"NASIS",NA
"908","UmF04103","FINE-LOAMY",6334280.52489274,3718032.45840531,27,6,"NASIS",NA
"909","MxF04204","LOAMY-SKELETAL",6334416.32479163,3715595.51788096,20,8,"NASIS",NA
"910","UmF04215","FINE-LOAMY",6334914.15234587,3714909.0011419,27,6,"NASIS",NA
"911","UmF04218","LOAMY-SKELETAL",6335088.96626133,3716329.75365302,20,8,"NASIS",NA
"912","05CA632901","FINE",6217361.08244201,3603835.67525399,48,9,"NASIS",NA
"913","JhC74001","FINE-LOAMY",6328746.89332052,3736112.45040088,27,6,"NASIS",NA
"914","JtD88001","LOAMY-SKELETAL",6324189.87139343,3734192.10798607,20,8,"NASIS",NA
"915","05CA612001","FINE",6205609.06738282,3787025.27955695,48,9,"NASIS",NA
"916","05CA632902","FINE",6216013.24630636,3611507.02512026,48,9,"NASIS",NA
"917","05CA632904","FINE",6215775.17392952,3610145.01756416,48,9,"NASIS",NA
"918","05CA632905","FINE-LOAMY",6212689.1384444,3605432.52400954,27,6,"NASIS",NA
"919","05CA632906","FINE",6219132.90857836,3601387.30877446,48,9,"NASIS",NA
"920","05CA632907","FINE-SILTY",6213138.15639343,3614043.81736937,27,6,"NASIS",NA
"921","05CA632909","FINE",6213374.59334625,3606915.24235733,48,9,"NASIS",NA
"922","05CA632910","PSAMMENTS",6212059.045197,3600830.1974649,4,8,"NASIS",NA
"923","05CA632911","FINE-LOAMY",6212778.55968223,3602073.65151555,27,6,"NASIS",NA
"924","05CA632912","FINE",6216006.4252999,3611215.27870073,48,9,"NASIS",NA
"925","05CA632914","FINE-LOAMY",6216082.31560463,3611746.56342827,27,6,"NASIS",NA
"926","05CA632915","COARSE-LOAMY",6210621.17205881,3602555.59086245,10,8,"NASIS",NA
"927","05CA632918","FINE",6210914.06574539,3602855.40864976,48,9,"NASIS",NA
"928","05CA632920","LOAMY-SKELETAL",6220862.62025602,3600225.99363784,20,8,"NASIS",NA
"929","05CA632921","LOAMY",6219087.77101566,3600781.23628815,20,8,"NASIS",NA
"930","05CA632922","CLAYEY",6217967.57689495,3603972.07053426,64,16,"NASIS",NA
"931","05CA632923","FINE",6215120.39455149,3608946.53136936,48,9,"NASIS",NA
"932","05CA632924","FINE",6215633.54644384,3606075.24987093,48,9,"NASIS",NA
"933","05CA632925","COARSE-LOAMY",6213276.94658724,3600937.59964668,10,8,"NASIS",NA
"934","Mh02536P","COARSE-LOAMY",6321430.95469134,3702162.62254886,10,8,"NASIS",NA
"935","01CA693-019","LOAMY",6322194.17053068,3736690.12016938,20,8,"NASIS",NA
"936","Rx04219","COARSE-LOAMY",6334566.5224132,3716743.40446015,10,8,"NASIS",NA
"937","05CA632903","FINE-LOAMY",6210882.72411527,3636808.32792041,27,6,"NASIS",NA
"938","05CA632917","CLAYEY",6210586.88995667,3635790.77861163,64,16,"NASIS",NA
"939","1976NV031651","COARSE-LOAMY",6367540.33497358,3797627.81272831,10,8,"NASIS",NA
"940","H6","COARSE-LOAMY",6315787.23204116,3679920.86069953,10,8,"NASIS",NA
"941","Lo03023","COARSE-LOAMY",6318054.94385834,3686339.28747923,10,8,"NASIS",NA
"942","26-Feb","LOAMY-SKELETAL",6321291.25077827,3736369.47014299,20,8,"NASIS",NA
"943","2006NV031027","COARSE-LOAMY",6360434.4816736,3759060.60952812,10,8,"NASIS",NA
"944","2006NV031028","FINE",6351799.03255458,3777045.78889132,48,9,"NASIS",NA
"945","2006NV031029","FINE",6359080.28897704,3776699.77633988,48,9,"NASIS",NA
"946","2006NV031031","LOAMY-SKELETAL",6350996.41823408,3754618.03933693,20,8,"NASIS",NA
"947","2006NV031032","LOAMY-SKELETAL",6340291.48550593,3756977.51843213,20,8,"NASIS",NA
"948","2006NV031901","LOAMY-SKELETAL",6357264.8153688,3771556.35551954,20,8,"NASIS",NA
"949","2006NV031902","FINE-LOAMY",6380987.82294293,3785597.45208798,27,6,"NASIS",NA
"950","2006NV031903","LOAMY-SKELETAL",6349491.970223,3742585.13700632,20,8,"NASIS",NA
"951","2006NV031907","FINE",6350165.94675605,3760072.06222285,48,9,"NASIS",NA
"952","2006NV031908","FINE",6343658.34265817,3769915.3976843,48,9,"NASIS",NA
"953","2006NV031911","CLAYEY",6350380.29685268,3759942.28238986,64,16,"NASIS",NA
"954","2006NV031912","FINE-LOAMY",6342095.50465779,3731677.42586931,27,6,"NASIS",NA
"955","2006NV031015","FINE",6343219.19352113,3760026.76307197,48,9,"NASIS",NA
"956","2006NV031014","LOAMY",6389812.57915794,3760422.76584904,20,8,"NASIS",NA
"957","2006NV031016","FINE",6342662.99993469,3756128.43789676,48,9,"NASIS",NA
"958","2006NV031018","FINE",6358080.34387382,3733896.65681387,48,9,"NASIS",NA
"959","2006NV031019","COARSE-LOAMY",6347927.70359038,3789837.03985455,10,8,"NASIS",NA
"960","2006NV031020","LOAMY-SKELETAL",6340665.45369137,3752146.31996338,20,8,"NASIS",NA
"961","2006NV031021","CLAYEY-SKELETAL",6354529.59982219,3772511.8931996,64,16,"NASIS",NA
"962","2006NV031922","LOAMY",6366962.52918683,3779594.29421119,20,8,"NASIS",NA
"963","2006NV031023","CLAYEY",6352207.68693905,3763423.42602294,64,16,"NASIS",NA
"964","2006NV031025","FINE-LOAMY",6351683.68405909,3775389.05083993,27,6,"NASIS",NA
"965","05CA632926","FINE-SILTY",6202195.5927028,3634266.65848272,27,6,"NASIS",NA
"966","2006NV031050","COARSE-LOAMY",6359255.49193292,3779020.89856452,10,8,"NASIS",NA
"967","2006NV031004","LOAMY-SKELETAL",6389877.79769266,3760387.25902217,20,8,"NASIS",NA
"968","2006NV031055","FINE",6360258.22010522,3762201.71280969,48,9,"NASIS",NA
"969","2006NV031057","CLAYEY",6355121.06718992,3772300.75663777,64,16,"NASIS",NA
"970","2006NV031059","LOAMY-SKELETAL",6341949.00494074,3726193.62576984,20,8,"NASIS",NA
"971","2006NV031034","FINE-SILTY",6347600.43200121,3780970.45915897,27,6,"NASIS",NA
"972","2006NV031037","LOAMY-SKELETAL",6356507.28512218,3767687.40482956,20,8,"NASIS",NA
"973","2006NV031038","LOAMY-SKELETAL",6349472.92393121,3748541.20912243,20,8,"NASIS",NA
"974","2006NV031041","LOAMY-SKELETAL",6341838.13154766,3754979.38126415,20,8,"NASIS",NA
"975","2006NV031042","FINE-LOAMY",6342901.77760767,3727532.34827775,27,6,"NASIS",NA
"976","2006NV031044","FINE-LOAMY",6360031.8150822,3799831.11984528,27,6,"NASIS",NA
"977","2006NV031045","FINE-LOAMY",6352450.70902046,3731911.13435102,27,6,"NASIS",NA
"978","2006NV031047","SANDY-SKELETAL",6346013.83337056,3740479.02585142,6,6,"NASIS",NA
"979","2006NV031048","FINE-LOAMY",6353604.91688082,3779199.3283463,27,6,"NASIS",NA
"980","2006NV031061","LOAMY-SKELETAL",6341275.62966842,3748057.56324392,20,8,"NASIS",NA
"981","2006NV031062","FINE",6348353.78607781,3783198.6470679,48,9,"NASIS",NA
"982","2006NV031063","FINE",6352851.25565418,3778386.40305593,48,9,"NASIS",NA
"983","2006NV031064","COARSE-LOAMY",6346323.51814993,3730143.6916145,10,8,"NASIS",NA
"984","2006NV031065","COARSE-LOAMY",6347938.38777202,3727447.59139316,10,8,"NASIS",NA
"985","2006NV031067","LOAMY-SKELETAL",6382908.63033337,3784342.04739255,20,8,"NASIS",NA
"986","2006NV031069","LOAMY-SKELETAL",6354782.59357204,3737224.41202888,20,8,"NASIS",NA
"987","2006NV031070","LOAMY-SKELETAL",6350916.45025207,3775686.37613069,20,8,"NASIS",NA
"988","2006NV031071","LOAMY-SKELETAL",6345773.01757781,3762376.352398,20,8,"NASIS",NA
"989","2006NV031072","SANDY-SKELETAL",6372134.21086603,3794001.7605885,6,6,"NASIS",NA
"990","2006NV031073","LOAMY",6362356.86665284,3769633.04095685,20,8,"NASIS",NA
"991","2006NV031075","FINE",6363422.99605154,3766907.16341239,48,9,"NASIS",NA
"992","2006NV031077","LOAMY",6389286.6910501,3774391.09300761,20,8,"NASIS",NA
"993","2006NV031079","FINE-SILTY",6378915.20512104,3788816.14047699,27,6,"NASIS",NA
"994","2006NV031080","LOAMY-SKELETAL",6359329.49136735,3769275.88793586,20,8,"NASIS",NA
"995","2006NV031084","LOAMY-SKELETAL",6354729.35209311,3728433.30059017,20,8,"NASIS",NA
"996","2006NV031086","LOAMY-SKELETAL",6341023.03893983,3761359.87130472,20,8,"NASIS",NA
"997","2006NV031087","LOAMY-SKELETAL",6360317.22420981,3752790.07453673,20,8,"NASIS",NA
"998","2006NV031088","SANDY",6345796.32315599,3731862.92703306,6,6,"NASIS",NA
"999","2006NV031090","FINE-LOAMY",6342175.36557109,3765451.89217623,27,6,"NASIS",NA
"1000","2006NV031091","FINE-LOAMY",6356412.04495726,3774317.73134992,27,6,"NASIS",NA
"1001","2006NV031093","FINE-LOAMY",6393770.76785998,3785950.28288599,27,6,"NASIS",NA
"1002","2006NV031096","FINE-LOAMY",6377187.59459138,3794337.92836375,27,6,"NASIS",NA
"1003","2006NV031098","LOAMY-SKELETAL",6378057.31421809,3793882.33017095,20,8,"NASIS",NA
"1004","2006NV031099","FINE",6341155.28017237,3761205.84923852,48,9,"NASIS",NA
"1005","2006NV031103","COARSE-LOAMY",6360843.37430298,3758190.21949971,10,8,"NASIS",NA
"1006","2006NV031106","SANDY",6361492.0925148,3749350.40123114,6,6,"NASIS",NA
"1007","2006NV031107","SANDY",6347362.56651103,3734772.79230795,6,6,"NASIS",NA
"1008","2006NV031112","LOAMY-SKELETAL",6394173.71309592,3784791.88577171,20,8,"NASIS",NA
"1009","2006NV031001","LOAMY-SKELETAL",6363130.95192845,3741061.56206553,20,8,"NASIS",NA
"1010","2006NV031002","FINE-LOAMY",6370347.85986052,3768958.56969365,27,6,"NASIS",NA
"1011","2006NV031116","FINE-LOAMY",6341492.64774223,3765431.38222793,27,6,"NASIS",NA
"1012","2006NV031118","LOAMY-SKELETAL",6351189.99117728,3757909.19494251,20,8,"NASIS",NA
"1013","2006NV031121","CLAYEY-SKELETAL",6364195.12725492,3769048.21194163,64,16,"NASIS",NA
"1014","2006NV031122","COARSE-LOAMY",6352627.89393278,3729290.43381553,10,8,"NASIS",NA
"1015","2006NV031124","LOAMY-SKELETAL",6340334.99321941,3746227.7761409,20,8,"NASIS",NA
"1016","2006NV031125","COARSE-LOAMY",6352452.69857414,3799754.97363346,10,8,"NASIS",NA
"1017","2006NV031126","PSAMMENTS",6340843.27421276,3730169.02703578,4,8,"NASIS",NA
"1018","2006NV031128","FINE-LOAMY",6349904.34637092,3768965.93194577,27,6,"NASIS",NA
"1019","2006NV031129","PSAMMENTS",6342274.94674251,3730517.67798526,4,8,"NASIS",NA
"1020","2006NV031022","LOAMY-SKELETAL",6389940.03031562,3775041.42904604,20,8,"NASIS",NA
"1021","2006NV031132","CLAYEY-SKELETAL",6344817.11773967,3778642.97313896,64,16,"NASIS",NA
"1022","2006NV031133","FINE-LOAMY",6361163.08245461,3756729.10672827,27,6,"NASIS",NA
"1023","2006NV031134","FINE-LOAMY",6363463.01408281,3788776.18915599,27,6,"NASIS",NA
"1024","2006NV031135","FINE",6360325.41689429,3776324.43612363,48,9,"NASIS",NA
"1025","2006NV031137","FINE",6352672.41063026,3756844.29833342,48,9,"NASIS",NA
"1026","2006NV031138","FINE",6364004.43038166,3768812.92754387,48,9,"NASIS",NA
"1027","2006NV031140","LOAMY-SKELETAL",6358554.45793423,3758877.80845972,20,8,"NASIS",NA
"1028","2006NV031141","FINE",6344734.14015846,3763764.70208998,48,9,"NASIS",NA
"1029","2006NV031142","LOAMY",6358232.06364514,3769378.80270467,20,8,"NASIS",NA
"1030","2006NV031143","FINE-LOAMY",6367840.64899877,3769384.58914282,27,6,"NASIS",NA
"1031","2006NV031144","PSAMMENTS",6340974.21035116,3730097.0123386,4,8,"NASIS",NA
"1032","2006NV031145","SANDY-SKELETAL",6389857.16966591,3795751.20399272,6,6,"NASIS",NA
"1033","2006NV031146","CLAYEY",6362498.84300163,3763771.59281798,64,16,"NASIS",NA
"1034","2006NV031147","LOAMY",6359279.60581354,3768022.87153712,20,8,"NASIS",NA
"1035","2006NV005805","SANDY-SKELETAL",6373830.45593402,3699074.39861211,6,6,"NASIS",NA
"1036","2006NV005807","LOAMY-SKELETAL",6351552.84712533,3667235.21569218,20,8,"NASIS",NA
"1037","2006NV029009","CLAYEY-SKELETAL",6348456.47645035,3683156.33097368,64,16,"NASIS",NA
"1038","2006NV005010","CLAYEY",6355936.18863714,3700707.61202696,64,16,"NASIS",NA
"1039","2006NV005011","CLAYEY-SKELETAL",6351435.0423122,3668275.84389368,64,16,"NASIS",NA
"1040","2006NV005013","FINE-LOAMY",6338613.93716719,3696950.07862061,27,6,"NASIS",NA
"1041","2006NV005014","FINE",6343324.55413279,3700997.38382148,48,9,"NASIS",NA
"1042","2006NV005015","CLAYEY",6354722.32144758,3665984.28313302,64,16,"NASIS",NA
"1043","2006NV005902","LOAMY-SKELETAL",6343573.05435159,3681689.09246461,20,8,"NASIS",NA
"1044","2006NV005803","FINE",6368116.08074368,3689045.79256193,48,9,"NASIS",NA
"1045","2006NV005804","SANDY-SKELETAL",6340192.35410394,3687313.77492248,6,6,"NASIS",NA
"1046","2006NV005021","FINE-LOAMY",6344714.95966872,3695609.485275,27,6,"NASIS",NA
"1047","2006NV005022","FINE-SILTY",6344749.35012289,3709409.91914701,27,6,"NASIS",NA
"1048","2006NV005024","FINE",6345323.87591336,3702835.71634944,48,9,"NASIS",NA
"1049","2006NV005025","LOAMY-SKELETAL",6363615.54777251,3683755.53500389,20,8,"NASIS",NA
"1050","2006NV005026","LOAMY-SKELETAL",6337569.4566013,3689118.68973715,20,8,"NASIS",NA
"1051","2006NV005927","PSAMMENTS",6344388.23872987,3714003.54818577,4,8,"NASIS",NA
"1052","2006NV005028","FINE-LOAMY",6346553.70311435,3707000.5366064,27,6,"NASIS",NA
"1053","2006NV005016","CLAYEY",6354109.58343001,3678033.41240216,64,16,"NASIS",NA
"1054","2006NV005017","COARSE-LOAMY",6340995.09590161,3689119.29003809,10,8,"NASIS",NA
"1055","2006NV005018","LOAMY-SKELETAL",6373661.83942674,3701687.37035262,20,8,"NASIS",NA
"1056","2006NV005904","LOAMY-SKELETAL",6348203.60499408,3681633.10249117,20,8,"NASIS",NA
"1057","2006NV005020","FINE-LOAMY",6344981.25425631,3695302.39510225,27,6,"NASIS",NA
"1058","2006NV005801","LOAMY-SKELETAL",6360928.36031521,3677994.85511073,20,8,"NASIS",NA
"1059","2006NV005703","LOAMY",6358963.20433731,3703469.52725916,20,8,"NASIS",NA
"1060","2006NV005903","LOAMY-SKELETAL",6361352.14254929,3678712.72466835,20,8,"NASIS",NA
"1061","2006NV005704","LOAMY-SKELETAL",6359443.1347762,3677557.75895816,20,8,"NASIS",NA
"1062","2006NV005705","LOAMY-SKELETAL",6364271.86584719,3684957.06740185,20,8,"NASIS",NA
"1063","2006NV005706","CLAYEY-SKELETAL",6365655.19895231,3687340.55754675,64,16,"NASIS",NA
"1064","2006NV005707","LOAMY-SKELETAL",6353287.74196975,3690876.39193912,20,8,"NASIS",NA
"1065","2006NV005908","LOAMY-SKELETAL",6367832.38358781,3689487.7622689,20,8,"NASIS",NA
"1066","2006NV005909","FINE-LOAMY",6348856.5185684,3699082.51507571,27,6,"NASIS",NA
"1067","2006NV005910","LOAMY-SKELETAL",6367211.32901902,3688600.25559432,20,8,"NASIS",NA
"1068","2006NV005911","FINE-LOAMY",6344597.66778024,3695645.86884437,27,6,"NASIS",NA
"1069","2006NV005912","FINE-LOAMY OVER SANDY OR SANDY-SKELETAL",6343251.56637765,3696534.16082553,18,12,"NASIS",NA
"1070","2006NV005913","LOAMY-SKELETAL",6359189.921905,3677924.77191406,20,8,"NASIS",NA
"1071","2006NV005914","FINE",6344953.26170365,3703070.83629282,48,9,"NASIS",NA
"1072","2006NV005915","FINE-LOAMY",6338561.22528553,3697031.55413564,27,6,"NASIS",NA
"1073","2006NV005916","COARSE-LOAMY OVER SANDY OR SANDY-SKELETAL",6346652.73901434,3691197.39842772,8,8,"NASIS",NA
"1074","2006NV005917","SANDY-SKELETAL",6337558.00678027,3689126.67426749,6,6,"NASIS",NA
"1075","2006NV005019","LOAMY-SKELETAL",6352905.67771012,3679916.00762103,20,8,"NASIS",NA
"1076","2006NV005009","LOAMY-SKELETAL",6355122.3652147,3682693.62644994,20,8,"NASIS",NA
"1077","2006NV005924","LOAMY-SKELETAL",6363514.759515,3683850.87275706,20,8,"NASIS",NA
"1078","2006NV005925","COARSE-SILTY",6349184.89158515,3710983.00747685,10,11,"NASIS",NA
"1079","2006NV005008","LOAMY-SKELETAL",6355190.78978452,3680822.79895136,20,8,"NASIS",NA
"1080","2006NV005029","LOAMY-SKELETAL",6336556.59888917,3713336.00012992,20,8,"NASIS",NA
"1081","2006NV005030","SANDY-SKELETAL",6334611.46888623,3705272.97847097,6,6,"NASIS",NA
"1082","2006NV005031","FINE-LOAMY",6357646.89402089,3698282.14904489,27,6,"NASIS",NA
"1083","2006NV005033","FINE-LOAMY",6340090.63669504,3694427.09688261,27,6,"NASIS",NA
"1084","2006NV005034","COARSE-LOAMY OVER SANDY OR SANDY-SKELETAL",6343925.0450332,3693311.42334384,8,8,"NASIS",NA
"1085","2006NV005035","COARSE-LOAMY OVER SANDY OR SANDY-SKELETAL",6346541.3746542,3691619.83133503,8,8,"NASIS",NA
"1086","2006NV005036","LOAMY-SKELETAL",6342635.64238742,3709702.91864715,20,8,"NASIS",NA
"1087","2006NV005037","FINE",6345566.84523262,3694477.51418688,48,9,"NASIS",NA
"1088","2006NV005038","CLAYEY",6369544.33762416,3704688.3498303,64,16,"NASIS",NA
"1089","2006NV005040","CLAYEY",6346567.94359288,3681996.97880038,64,16,"NASIS",NA
"1090","2006NV005905","FINE-LOAMY",6349439.58748776,3710078.20146131,27,6,"NASIS",NA
"1091","2006NV005043","LOAMY-SKELETAL",6370266.75108995,3705026.45883942,20,8,"NASIS",NA
"1092","2006NV005044","FINE-LOAMY",6339332.51637106,3706355.71427046,27,6,"NASIS",NA
"1093","2006NV005045","FINE-LOAMY",6342414.20638272,3712808.66903269,27,6,"NASIS",NA
"1094","2006NV005046","FINE-LOAMY",6340339.99750835,3702802.53311187,27,6,"NASIS",NA
"1095","2006NV005047","FINE-LOAMY",6347477.78273533,3709242.20925564,27,6,"NASIS",NA
"1096","2006NV005048","COARSE-LOAMY",6341368.8627854,3689007.42450328,10,8,"NASIS",NA
"1097","2006NV005049","COARSE-LOAMY",6341384.02138807,3691894.83270429,10,8,"NASIS",NA
"1098","2006NV005053","LOAMY-SKELETAL",6354795.55353144,3688186.86633736,20,8,"NASIS",NA
"1099","2006NV005054","CLAYEY-SKELETAL",6379371.00240455,3695173.38491073,64,16,"NASIS",NA
"1100","2006NV005055","LOAMY-SKELETAL",6365346.84801521,3676300.45082203,20,8,"NASIS",NA
"1101","2006NV005057","FINE-LOAMY",6353858.15401679,3699279.699604,27,6,"NASIS",NA
"1102","2006NV005059","FINE-LOAMY OVER SANDY OR SANDY-SKELETAL",6340770.35309563,3694060.89157949,18,12,"NASIS",NA
"1103","2006NV005060","LOAMY-SKELETAL",6351694.65656015,3684530.16539546,20,8,"NASIS",NA
"1104","2006NV005061","LOAMY-SKELETAL",6371577.34876099,3662545.57541652,20,8,"NASIS",NA
"1105","2006NV005062","SANDY",6337059.90419302,3694166.27620345,6,6,"NASIS",NA
"1106","2006NV005063","SANDY",6337213.09558488,3692722.67719371,6,6,"NASIS",NA
"1107","2006NV005064","FINE",6360362.47978894,3707508.72026748,48,9,"NASIS",NA
"1108","2006NV005066","LOAMY-SKELETAL",6373957.39679812,3693716.24544697,20,8,"NASIS",NA
"1109","2006NV005068","FINE",6351185.37251974,3691046.91883314,48,9,"NASIS",NA
"1110","2006NV005069","FINE",6372641.93780184,3694071.29384172,48,9,"NASIS",NA
"1111","2006NV005071","COARSE-LOAMY",6343212.54699863,3711951.26088263,10,8,"NASIS",NA
"1112","2006NV005072","LOAMY",6350222.75894458,3688378.14967649,20,8,"NASIS",NA
"1113","2006NV005073","CLAYEY-SKELETAL",6363579.80957533,3692301.87661169,64,16,"NASIS",NA
"1114","2006NV005074","CLAYEY-SKELETAL",6366275.48025203,3661202.12098804,64,16,"NASIS",NA
"1115","2006NV005075","FINE",6366721.63831385,3692346.34447853,48,9,"NASIS",NA
"1116","2006NV005076","CLAYEY OVER LOAMY-SKELETAL",6381828.98256867,3698376.10131519,40,12,"NASIS",NA
"1117","2006NV005077","FINE",6348137.4576265,3693189.92095265,48,9,"NASIS",NA
