"","SOURCEID","pscs","X","Y","CLYPPT","CLYPPT.sd","SOURCEDB","DEPTH"
"1644","99CA729035","SANDY-SKELETAL",6326447.25880518,3673778.58640346,6,6,"NASIS",NA
"1645","99CA729036","COARSE-LOAMY",6326220.69311847,3674789.47063461,10,8,"NASIS",NA
"1646","99CA729037","SANDY-SKELETAL",6324659.26600059,3675350.39143877,6,6,"NASIS",NA
"1647","99CA729038","LOAMY-SKELETAL",6321985.31083756,3673974.2083384,20,8,"NASIS",NA
"1648","99CA729039","SANDY-SKELETAL",6321384.13060111,3683166.67053104,6,6,"NASIS",NA
"1649","99CA729040","SANDY-SKELETAL",6322127.89734101,3683442.89860479,6,6,"NASIS",NA
"1650","99CA729041","SANDY-SKELETAL",6322075.88803449,3682983.79444228,6,6,"NASIS",NA
"1651","99CA729042","LOAMY-SKELETAL",6317797.57712241,3671679.9827188,20,8,"NASIS",NA
"1652","99CA729043","SANDY-SKELETAL",6325516.90390709,3685945.41583488,6,6,"NASIS",NA
"1653","99CA729044","LOAMY-SKELETAL",6323110.66950557,3677306.04514817,20,8,"NASIS",NA
"1654","99CA729045","COARSE-LOAMY",6324164.71068809,3682756.74215164,10,8,"NASIS",NA
"1655","99CA729046","COARSE-LOAMY OVER SANDY OR SANDY-SKELETAL",6324296.82754829,3682739.6692403,8,8,"NASIS",NA
"1656","99CA729047","SANDY-SKELETAL",6322996.53414556,3679473.56565649,6,6,"NASIS",NA
"1657","99CA729048","SANDY-SKELETAL",6323084.47039109,3680207.96038237,6,6,"NASIS",NA
"1658","99CA729049","COARSE-LOAMY",6323034.2115186,3680519.02383634,10,8,"NASIS",NA
"1659","99CA729050","SANDY-SKELETAL",6322987.85521683,3678468.14941497,6,6,"NASIS",NA
"1660","99CA729051","COARSE-LOAMY",6324439.31853893,3682869.04122338,10,8,"NASIS",NA
"1661","99CA729052","LOAMY-SKELETAL",6320677.35183334,3669328.52519114,20,8,"NASIS",NA
"1662","99CA729053","PSAMMENTS",6327424.49908913,3686973.46526949,4,8,"NASIS",NA
"1663","99CA729054","LOAMY-SKELETAL",6324523.91113186,3679777.25196974,20,8,"NASIS",NA
"1664","99CA729055","LOAMY-SKELETAL",6324768.15714369,3679024.10719193,20,8,"NASIS",NA
"1665","99CA729056","LOAMY-SKELETAL",6319273.28274521,3672629.68497267,20,8,"NASIS",NA
"1666","99CA729057","LOAMY-SKELETAL",6330658.35989446,3684858.92032738,20,8,"NASIS",NA
"1667","99CA729058","LOAMY-SKELETAL",6331720.1327478,3683346.78676809,20,8,"NASIS",NA
"1668","99CA729059","COARSE-LOAMY",6324436.25544205,3683367.48237404,10,8,"NASIS",NA
"1669","99CA729060","LOAMY-SKELETAL",6323918.93706496,3683666.59167506,20,8,"NASIS",NA
"1670","00CA729112","SANDY-SKELETAL",6332186.03285224,3697328.77520585,6,6,"NASIS",NA
"1671","00CA729601jbf","LOAMY-SKELETAL",6355315.58411924,3622070.72564811,20,8,"NASIS",NA
"1672","00CA729602jbf","LOAMY-SKELETAL",6354820.71230523,3622283.99598795,20,8,"NASIS",NA
"1673","99CA729061","LOAMY-SKELETAL",6324564.28739854,3683071.98009809,20,8,"NASIS",NA
"1674","99CA729062","SANDY-SKELETAL",6328111.14169831,3674198.3865992,6,6,"NASIS",NA
"1675","99CA729063","COARSE-LOAMY",6324957.22684354,3683681.89397141,10,8,"NASIS",NA
"1676","99CA729064","COARSE-LOAMY",6324679.33202197,3682838.94345069,10,8,"NASIS",NA
"1677","99CA729065","ASHY-SKELETAL",6318442.7429955,3672008.81161953,6,10,"NASIS",NA
"1678","1999NV005001","LOAMY-SKELETAL",6357396.821195,3680714.79628654,20,8,"NASIS",NA
"1679","1999NV005102","LOAMY-SKELETAL",6357339.7060746,3680727.82820016,20,8,"NASIS",NA
"1680","1999NV005103","LOAMY-SKELETAL",6358641.56215216,3679979.98564504,20,8,"NASIS",NA
"1681","00CA729000","LOAMY-SKELETAL",6335097.75753914,3681140.31414129,20,8,"NASIS",NA
"1682","00CA7290001","LOAMY-SKELETAL",6345206.66452152,3665417.39923184,20,8,"NASIS",NA
"1683","00CA729066","LOAMY-SKELETAL",6346586.05365904,3664059.35064232,20,8,"NASIS",NA
"1684","00CA729067","LOAMY-SKELETAL",6347093.15265643,3665944.51159046,20,8,"NASIS",NA
"1685","00CA729068","LOAMY-SKELETAL",6328271.79646965,3675499.10805631,20,8,"NASIS",NA
"1686","00CA729069","LOAMY-SKELETAL",6328496.68297874,3675587.55338791,20,8,"NASIS",NA
"1687","00CA729070","LOAMY-SKELETAL",6347765.26071399,3666056.57664743,20,8,"NASIS",NA
"1688","00CA729071","LOAMY-SKELETAL",6349517.79188729,3667659.6388946,20,8,"NASIS",NA
"1689","00CA729072","LOAMY-SKELETAL",6346450.24919635,3661132.12544602,20,8,"NASIS",NA
"1690","00CA729073","LOAMY-SKELETAL",6331367.0795125,3684766.13887432,20,8,"NASIS",NA
"1691","00CA729074","FINE-LOAMY",6346587.72190707,3663825.08210783,27,6,"NASIS",NA
"1692","00CA729075","LOAMY-SKELETAL",6345206.66452152,3665417.39923184,20,8,"NASIS",NA
"1693","00CA7290761","LOAMY-SKELETAL",6335100.08978718,3681139.6149703,20,8,"NASIS",NA
"1694","00CA729078","LOAMY-SKELETAL",6345420.45661793,3665152.51907488,20,8,"NASIS",NA
"1695","00CA729079","COARSE-LOAMY",6348691.64225712,3663184.32543936,10,8,"NASIS",NA
"1696","00CA729080","LOAMY-SKELETAL",6340536.88212416,3665469.53602722,20,8,"NASIS",NA
"1697","00CA729081","LOAMY-SKELETAL",6345894.57921582,3665826.60198931,20,8,"NASIS",NA
"1698","00CA729082","LOAMY-SKELETAL",6343621.67288795,3665223.14826665,20,8,"NASIS",NA
"1699","00CA729083","LOAMY-SKELETAL",6333813.84217555,3663292.4241096,20,8,"NASIS",NA
"1700","00CA729084","LOAMY-SKELETAL",6334365.89094985,3663903.88197491,20,8,"NASIS",NA
"1701","00CA729085","COARSE-LOAMY",6321411.96408954,3677418.35011805,10,8,"NASIS",NA
"1702","00CA729086","SANDY-SKELETAL",6321668.00231275,3673344.75277405,6,6,"NASIS",NA
"1703","00CA729087","LOAMY-SKELETAL",6337854.07261105,3657684.84689521,20,8,"NASIS",NA
"1704","00CA729088","SANDY-SKELETAL",6337726.67396788,3656326.23309255,6,6,"NASIS",NA
"1705","00CA729089","SANDY-SKELETAL",6337844.66171569,3656690.55294892,6,6,"NASIS",NA
"1706","00CA729090","FINE",6341107.89179108,3661652.17542047,48,9,"NASIS",NA
"1707","00CA729091","LOAMY-SKELETAL",6337581.30068305,3660549.71783345,20,8,"NASIS",NA
"1708","00CA729092","CLAYEY-SKELETAL",6337944.18120426,3663562.98046855,64,16,"NASIS",NA
"1709","00CA729093","LOAMY-SKELETAL",6331367.0795125,3684766.13887432,20,8,"NASIS",NA
"1710","00CA729094","COARSE-SILTY OVER SANDY OR SANDY-SKELETAL",6323058.279743,3680550.79395308,8,10,"NASIS",NA
"1711","00CA729095","SANDY-SKELETAL",6334141.31276003,3688109.58733639,6,6,"NASIS",NA
"1712","00CA729096","LOAMY-SKELETAL",6334705.03027773,3687413.76047076,20,8,"NASIS",NA
"1713","00CA729097","LOAMY-SKELETAL",6340699.20886012,3665745.94039037,20,8,"NASIS",NA
"1714","00CA729098","LOAMY-SKELETAL",6340108.39826812,3665801.88635735,20,8,"NASIS",NA
"1715","00CA729099","SANDY-SKELETAL",6327563.39367959,3656315.24234946,6,6,"NASIS",NA
"1716","00CA729100","LOAMY-SKELETAL",6327426.45398858,3656463.50106202,20,8,"NASIS",NA
"1717","00CA729101","LOAMY-SKELETAL",6328011.97456425,3655381.5431792,20,8,"NASIS",NA
"1718","00CA729102","LOAMY-SKELETAL",6343951.71281785,3665612.05008779,20,8,"NASIS",NA
"1719","00CA729103","LOAMY-SKELETAL",6340621.18048491,3665720.48497391,20,8,"NASIS",NA
"1720","00CA729104","FINE",6342930.70411375,3657265.09827502,48,9,"NASIS",NA
"1721","00CA729105","FINE",6342914.4192249,3657769.98715684,48,9,"NASIS",NA
"1722","00CA729106","FINE",6342922.29957076,3658926.86458698,48,9,"NASIS",NA
"1723","00CA729107","LOAMY-SKELETAL",6343322.78646022,3660801.54048349,20,8,"NASIS",NA
"1724","00CA729108","CLAYEY-SKELETAL",6343215.58170705,3663846.92002168,64,16,"NASIS",NA
"1725","00CA729109","LOAMY-SKELETAL",6342991.14009982,3664313.14553028,20,8,"NASIS",NA
"1726","00CA729110","LOAMY-SKELETAL",6344554.70805264,3637244.19353562,20,8,"NASIS",NA
"1727","00CA729111","ASHY-SKELETAL",6344791.16486768,3636833.46732967,6,10,"NASIS",NA
"1728","1972NV031901","FINE-LOAMY",6380423.53921876,3785720.49331789,27,6,"NASIS",NA
"1729","1972NV031802","LOAMY-SKELETAL",6380786.57871959,3784962.30856826,20,8,"NASIS",NA
"1730","1973NV031002","FINE-LOAMY",6364077.98595851,3754054.86545645,27,6,"NASIS",NA
"1731","1973NV031999","LOAMY-SKELETAL",6356512.31796951,3767705.39070791,20,8,"NASIS",NA
"1732","1973NV031903","LOAMY",6354715.66737853,3768084.65382503,20,8,"NASIS",NA
"1733","1973NV031998","FINE",6397068.31395764,3753515.65007723,48,9,"NASIS",NA
"1734","1973NV031905","CLAYEY",6362388.34900084,3763824.27823045,64,16,"NASIS",NA
"1735","1973NV031906","CLAYEY-SKELETAL",6367208.73412047,3763516.21701593,64,16,"NASIS",NA
"1736","1973NV031916","CLAYEY-SKELETAL",6369423.7397972,3764282.9479278,64,16,"NASIS",NA
"1737","1973NV031917","FINE-LOAMY",6338387.10374144,3714507.77976316,27,6,"NASIS",NA
"1738","1974NV031501","FINE",6363063.61496527,3710310.22180031,48,9,"NASIS",NA
"1739","97CA729607jbf","LOAMY-SKELETAL",6352661.8000108,3623790.29170962,20,8,"NASIS",NA
"1740","1974NV031010","COARSE-LOAMY",6357176.52509099,3753037.38012806,10,8,"NASIS",NA
"1741","1974NV031502","LOAMY-SKELETAL",6351232.85837712,3741170.48453723,20,8,"NASIS",NA
"1742","1974NV031020","LOAMY-SKELETAL",6351531.51860182,3754378.67405645,20,8,"NASIS",NA
"1743","1974NV031021","COARSE-LOAMY",6357511.39190989,3752709.22906291,10,8,"NASIS",NA
"1744","1974NV031004","COARSE-LOAMY",6359617.57400826,3744861.85281304,10,8,"NASIS",NA
"1745","1974NV031100","LOAMY-SKELETAL",6351445.67840383,3740131.21113836,20,8,"NASIS",NA
"1746","1974NV031101","LOAMY-SKELETAL",6361148.51657107,3744500.85012882,20,8,"NASIS",NA
"1747","1974NV031103","LOAMY-SKELETAL",6352937.77174378,3751061.183596,20,8,"NASIS",NA
"1748","1974NV031105","LOAMY-SKELETAL",6354999.67268219,3748197.76534586,20,8,"NASIS",NA
"1749","1974NV031106","LOAMY-SKELETAL",6353791.6226494,3747195.54739062,20,8,"NASIS",NA
"1750","1974NV031107","LOAMY-SKELETAL",6356966.37614825,3745526.80660777,20,8,"NASIS",NA
"1751","1974NV031108","LOAMY-SKELETAL",6350115.44270496,3745538.24742617,20,8,"NASIS",NA
"1752","1974NV031109","LOAMY-SKELETAL",6351580.56403639,3741065.93192068,20,8,"NASIS",NA
"1753","1974NV031810","LOAMY-SKELETAL",6351239.31555962,3741103.518174,20,8,"NASIS",NA
"1754","1974NV031911","LOAMY-SKELETAL",6353760.09695804,3747172.51441645,20,8,"NASIS",NA
"1755","1974NV031912","LOAMY-SKELETAL",6353623.71162242,3746953.45041,20,8,"NASIS",NA
"1756","1974NV031913","LOAMY-SKELETAL",6353854.6735518,3747241.61371028,20,8,"NASIS",NA
"1757","1974NV031914","LOAMY-SKELETAL",6350864.97108467,3743004.20655187,20,8,"NASIS",NA
"1758","1974NV031915","LOAMY-SKELETAL",6351037.13964383,3741099.30622619,20,8,"NASIS",NA
"1759","1974NV031916","CLAYEY",6354152.27643883,3750468.1282083,64,16,"NASIS",NA
"1760","1974NV031917","FINE-LOAMY",6360039.12265759,3745385.51593748,27,6,"NASIS",NA
"1761","1974NV031918","FINE-LOAMY",6360247.61736935,3745323.05815913,27,6,"NASIS",NA
"1762","1974NV031202","FINE-LOAMY",6351189.84667003,3733706.72191426,27,6,"NASIS",NA
"1763","1974NV031301","SANDY",6362022.20010662,3749633.57259427,6,6,"NASIS",NA
"1764","1974NV510010","LOAMY-SKELETAL",6361891.6364986,3711269.0119897,20,8,"NASIS",NA
"1765","1974NV510011","LOAMY-SKELETAL",6360264.87768008,3711947.7781078,20,8,"NASIS",NA
"1766","1974NV510012","FINE-LOAMY",6362751.66762895,3710915.93881699,27,6,"NASIS",NA
"1767","1974NV510013","FINE",6363592.554732,3709302.41118586,48,9,"NASIS",NA
"1768","1974NV510014","LOAMY-SKELETAL",6359584.13334884,3711306.02925037,20,8,"NASIS",NA
"1769","1974NV510015","LOAMY-SKELETAL",6357158.76582325,3712743.14917498,20,8,"NASIS",NA
"1770","1974NV510018","COARSE-LOAMY",6349444.74240525,3714918.3148936,10,8,"NASIS",NA
"1771","1974NV510019","COARSE-LOAMY",6348782.21400299,3716709.15358271,10,8,"NASIS",NA
"1772","1975NV031701","LOAMY-SKELETAL",6381422.68166093,3782400.92828642,20,8,"NASIS",NA
"1773","1975NV031802","FINE-LOAMY",6353547.02917473,3779171.29965731,27,6,"NASIS",NA
"1774","1975NV031803","LOAMY",6357574.04284048,3771677.73785012,20,8,"NASIS",NA
"1775","1975NV031804","FINE",6363358.74383423,3766945.96602375,48,9,"NASIS",NA
"1776","1975NV031905","FINE-LOAMY",6363587.98914194,3779230.68319748,27,6,"NASIS",NA
"1777","1975NV031906","FINE-SILTY",6368390.30795648,3769921.83571905,27,6,"NASIS",NA
"1778","1976NV031002","FINE-LOAMY",6363324.43475106,3795309.42384926,27,6,"NASIS",NA
"1779","1976NV031921","SANDY",6365923.61442716,3797907.26251001,6,6,"NASIS",NA
"1780","1976NV031004","FINE-LOAMY",6363919.03147063,3778805.9227709,27,6,"NASIS",NA
"1781","1976NV031006","FINE-LOAMY",6364987.73589762,3778516.9479217,27,6,"NASIS",NA
"1782","1976NV031907","FINE-LOAMY",6364451.33113751,3778028.06481666,27,6,"NASIS",NA
"1783","1976NV031971","COARSE-LOAMY",6364131.76185552,3786708.02933378,10,8,"NASIS",NA
"1784","1976NV031908","FINE-LOAMY",6363320.81112856,3788090.6327677,27,6,"NASIS",NA
"1785","1976NV031892","FINE-LOAMY",6367842.40002664,3794434.63867477,27,6,"NASIS",NA
"1786","1976NV031993","FINE-LOAMY",6365885.47211256,3797593.55255389,27,6,"NASIS",NA
"1787","1976NV031994","LOAMY-SKELETAL",6359614.42648891,3795422.50832414,20,8,"NASIS",NA
"1788","1976NV031995","PSAMMENTS",6369090.58006814,3785963.57822753,4,8,"NASIS",NA
"1789","1976NV031996","PSAMMENTS",6368763.58396774,3797278.71898944,4,8,"NASIS",NA
"1790","1976NV031997","COARSE-LOAMY",6363998.8120652,3785252.30512942,10,8,"NASIS",NA
"1791","1976NV031998","PSAMMENTS",6363026.71387429,3787041.13525943,4,8,"NASIS",NA
"1792","1976NV031999","COARSE-LOAMY",6363441.10137628,3786916.1969849,10,8,"NASIS",NA
"1793","1976NV031001","FINE-LOAMY",6359123.16511401,3795538.63698448,27,6,"NASIS",NA
"1794","1976NV031102","FINE-LOAMY",6363324.43475106,3795309.42384926,27,6,"NASIS",NA
"1795","1976NV031804","COARSE-LOAMY",6365790.12613686,3790045.35839909,10,8,"NASIS",NA
"1796","1976NV031912","FINE-LOAMY",6364022.20648945,3798416.21107334,27,6,"NASIS",NA
"1797","1976NV031922","FINE-LOAMY",6363479.81119482,3798970.37876394,27,6,"NASIS",NA
"1798","1976NV005001","FINE",6355539.32256055,3681958.90790039,48,9,"NASIS",NA
"1799","1977NV005001","FINE-LOAMY",6353666.21696325,3666569.50619885,27,6,"NASIS",NA
"1800","1978NV005001","LOAMY-SKELETAL",6353031.24864771,3667211.97824419,20,8,"NASIS",NA
"1801","1978NV005002","LOAMY-SKELETAL",6367604.97584802,3701107.61550146,20,8,"NASIS",NA
"1802","1978NV005003","LOAMY-SKELETAL",6351098.67815286,3677758.47562832,20,8,"NASIS",NA
"1803","1978NV029049","LOAMY-SKELETAL",6378705.5718313,3734476.7491846,20,8,"NASIS",NA
"1804","1978NV029019","LOAMY-SKELETAL",6377571.90299839,3733546.47948657,20,8,"NASIS",NA
"1805","1978NV029039","LOAMY-SKELETAL",6391033.20545631,3744434.00785637,20,8,"NASIS",NA
"1806","1978NV029040","LOAMY",6378661.93032849,3737605.86916262,20,8,"NASIS",NA
"1807","1978NV029042","LOAMY-SKELETAL",6373781.49687768,3734182.91380519,20,8,"NASIS",NA
"1808","1978NV029043","LOAMY-SKELETAL",6374464.70302691,3733655.54092813,20,8,"NASIS",NA
"1809","1978NV029044","CLAYEY",6376106.22304853,3734240.10518729,64,16,"NASIS",NA
"1810","1978NV029045","LOAMY-SKELETAL",6369937.92099976,3735811.69541098,20,8,"NASIS",NA
"1811","1978NV029046","LOAMY-SKELETAL",6372534.04308176,3736306.34626115,20,8,"NASIS",NA
"1812","1978NV029047","CLAYEY",6371374.63734549,3732462.07539282,64,16,"NASIS",NA
"1813","1978NV029048","CLAYEY",6368328.29919269,3731159.19379661,64,16,"NASIS",NA
"1814","1979NV031001","SANDY",6345287.31735958,3729857.29927174,6,6,"NASIS",NA
"1815","1979NV031906","FINE",6342332.15717284,3760217.58548519,48,9,"NASIS",NA
"1816","1979NV005001","CLAYEY-SKELETAL",6379466.8043602,3695245.79215037,64,16,"NASIS",NA
"1817","1980NV019001","CLAYEY-SKELETAL",6380909.01509899,3702077.74906443,64,16,"NASIS",NA
"1818","1983NV029002","FINE-LOAMY",6364932.5972571,3750543.15802017,27,6,"NASIS",NA
"1819","1983NV029001","CLAYEY",6381930.01512221,3740193.38040714,64,16,"NASIS",NA
"1820","1983NV029902","LOAMY-SKELETAL",6378807.98691922,3738228.71336841,20,8,"NASIS",NA
"1821","1983NV029004","CLAYEY",6370673.83901426,3731194.16921789,64,16,"NASIS",NA
"1822","1983NV029005","FINE-LOAMY",6372616.40823226,3731591.3812824,27,6,"NASIS",NA
"1823","1983NV029006","LOAMY-SKELETAL",6368699.99611708,3733599.5197665,20,8,"NASIS",NA
"1824","1983NV029007","CLAYEY",6371118.62290369,3736452.31527912,64,16,"NASIS",NA
"1825","1983NV029008","LOAMY-SKELETAL",6369652.65154888,3734777.47842801,20,8,"NASIS",NA
"1826","1983NV029009","LOAMY-SKELETAL",6370671.24666573,3736650.29225139,20,8,"NASIS",NA
"1827","1983NV029904","FINE-LOAMY",6365356.79863613,3749993.8997565,27,6,"NASIS",NA
"1828","1983NV029011","CLAYEY",6372241.46963785,3737612.25550663,64,16,"NASIS",NA
"1829","1983NV029012","LOAMY-SKELETAL",6369519.0980613,3732836.28310415,20,8,"NASIS",NA
"1830","1983NV029905","FINE-LOAMY",6364879.79840597,3750623.92995479,27,6,"NASIS",NA
"1831","1983NV029003","CLAYEY",6368883.71241125,3752318.93517461,64,16,"NASIS",NA
"1832","1983NV029906","LOAMY",6364717.7679943,3750672.39958403,20,8,"NASIS",NA
"1833","1995NV019010","FINE-LOAMY",6384708.38507849,3667474.35703507,27,6,"NASIS",NA
"1834","1995NV019011","COARSE-LOAMY",6386110.39426624,3666580.00304412,10,8,"NASIS",NA
"1835","1995NV019012","FINE-LOAMY",6384769.75452303,3667326.8480299,27,6,"NASIS",NA
"1836","1995NV031081","FINE-LOAMY",6366089.93662023,3792718.98545645,27,6,"NASIS",NA
"1837","1995NV031091","FINE-LOAMY",6364299.59099139,3798072.2404866,27,6,"NASIS",NA
"1838","1995NV510053","LOAMY-SKELETAL",6355812.41753045,3715256.2431467,20,8,"NASIS",NA
"1839","1995NV005010","LOAMY-SKELETAL",6367918.19862034,3689474.76860753,20,8,"NASIS",NA
"1840","1995NV005011","LOAMY-SKELETAL",6368344.52775139,3690601.46967433,20,8,"NASIS",NA
"1841","1995NV005013","LOAMY-SKELETAL",6367917.98993284,3691035.65661281,20,8,"NASIS",NA
"1842","1995NV005014","LOAMY-SKELETAL",6366201.66223543,3689105.46621691,20,8,"NASIS",NA
"1843","1995NV510010","LOAMY-SKELETAL",6358935.29101689,3711694.09465064,20,8,"NASIS",NA
"1844","1995NV510014","LOAMY-SKELETAL",6354753.57089317,3715799.82508776,20,8,"NASIS",NA
"1845","1995NV019020","COARSE-LOAMY",6358640.42319245,3710807.57790534,10,8,"NASIS",NA
"1846","1995NV019021","LOAMY-SKELETAL",6356922.82018732,3712618.61892802,20,8,"NASIS",NA
"1847","1995NV005050","CLAYEY",6360221.50620617,3707452.57132899,64,16,"NASIS",NA
"1848","1995NV510051","LOAMY-SKELETAL",6357467.84901555,3714957.21400244,20,8,"NASIS",NA
"1849","1995NV510052","LOAMY-SKELETAL",6360967.91684123,3712030.85005557,20,8,"NASIS",NA
"1850","1995NV510055","LOAMY",6354723.64217877,3715873.74552923,20,8,"NASIS",NA
"1851","1995NV510058","LOAMY-SKELETAL",6356386.55912226,3711771.5914759,20,8,"NASIS",NA
"1852","1995NV510059","LOAMY-SKELETAL",6356527.8300893,3711826.905247,20,8,"NASIS",NA
"1853","1996NV005030","COARSE-LOAMY",6355646.49827431,3703751.25473359,10,8,"NASIS",NA
"1854","1996NV510010","SANDY",6353505.99359437,3714168.03506549,6,6,"NASIS",NA
"1855","1996NV005011","FINE-SILTY",6368166.6588182,3697080.00483082,27,6,"NASIS",NA
"1856","1996NV005012","FINE",6364117.65087884,3702368.33309063,48,9,"NASIS",NA
"1857","1996NV005013","COARSE-LOAMY",6352654.98491628,3702690.8821284,10,8,"NASIS",NA
"1858","1996NV005014","FINE-LOAMY",6362985.6808047,3703385.83844069,27,6,"NASIS",NA
"1859","1996NV510016","LOAMY-SKELETAL",6357928.48247974,3709688.01710173,20,8,"NASIS",NA
"1860","1996NV510023","PSAMMENTS",6353087.79794474,3710232.00422613,4,8,"NASIS",NA
"1861","1996NV005026","FINE-LOAMY",6363223.86377264,3703151.54512693,27,6,"NASIS",NA
"1862","1996NV005028","COARSE-LOAMY",6359419.41381334,3699769.25920295,10,8,"NASIS",NA
"1863","1996NV005029","LOAMY",6357540.44503533,3701561.08141686,20,8,"NASIS",NA
"1864","1996NV005032","LOAMY",6357289.54101965,3705045.63186621,20,8,"NASIS",NA
"1865","1996NV005033","LOAMY",6352987.38867215,3701975.23636143,20,8,"NASIS",NA
"1866","1996NV005034","LOAMY",6357107.47128719,3704840.6796128,20,8,"NASIS",NA
"1867","1996NV005036","FINE-LOAMY",6352831.25715902,3701958.13616396,27,6,"NASIS",NA
"1868","1996NV005038","LOAMY-SKELETAL",6353450.43394093,3703104.59875155,20,8,"NASIS",NA
"1869","1996NV005039","COARSE-LOAMY",6345875.63089865,3714318.37244653,10,8,"NASIS",NA
"1870","1996NV005040","FINE-LOAMY",6358926.20920875,3707417.02626392,27,6,"NASIS",NA
"1871","1996NV005041","FINE-LOAMY",6360487.13346683,3707406.71601863,27,6,"NASIS",NA
"1872","1996NV005042","COARSE-LOAMY",6355646.16761116,3703750.05539372,10,8,"NASIS",NA
"1873","1996NV005043","FINE-LOAMY",6358576.96265747,3700927.47706037,27,6,"NASIS",NA
"1874","1996NV005044","FINE-LOAMY",6359019.15070572,3700421.98469253,27,6,"NASIS",NA
"1875","1996NV005045","LOAMY-SKELETAL",6358930.83926245,3700563.18311059,20,8,"NASIS",NA
"1876","2000NV510895","LOAMY-SKELETAL",6355835.68965929,3715249.29620006,20,8,"NASIS",NA
"1877","2000NV005899","FINE-LOAMY",6349498.37787423,3710066.45978185,27,6,"NASIS",NA
"1878","2000NV510090","COARSE-LOAMY",6349209.92946809,3712616.46529482,10,8,"NASIS",NA
"1879","2000NV510901","FINE-LOAMY",6351304.25722365,3719170.81419347,27,6,"NASIS",NA
"1880","2000NV510903","LOAMY-SKELETAL",6362988.30551731,3710585.85784596,20,8,"NASIS",NA
"1881","1997NV005001","LOAMY-SKELETAL",6351437.71920323,3679446.17817942,20,8,"NASIS",NA
"1882","1997NV031010","FINE",6388262.32585528,3792510.49861856,48,9,"NASIS",NA
"1883","1997NV005008","LOAMY-SKELETAL",6351372.39185152,3679512.34782897,20,8,"NASIS",NA
"1884","1997NV031310","FINE-LOAMY",6387402.39643342,3793702.17859206,27,6,"NASIS",NA
"1885","1998NV005002","COARSE-LOAMY",6337678.95110464,3697087.76864326,10,8,"NASIS",NA
"1886","1998NV005003","COARSE-LOAMY",6336773.37184689,3691457.04591967,10,8,"NASIS",NA
"1887","1999NV005002","SANDY-SKELETAL",6371193.27914061,3699800.4558746,6,6,"NASIS",NA
"1888","1999NV005101","LOAMY-SKELETAL",6342942.70936695,3683988.25269377,20,8,"NASIS",NA
"1889","1999NV031020","CLAYEY",6355662.05643967,3767682.09693309,64,16,"NASIS",NA
"1890","1999NV005003","FINE",6368138.23230704,3688943.86483252,48,9,"NASIS",NA
"1891","1999NV005005","LOAMY-SKELETAL",6362336.55019142,3666740.60175984,20,8,"NASIS",NA
"1892","1999NV005006","LOAMY-SKELETAL",6351625.49750411,3667213.67950512,20,8,"NASIS",NA
"1893","1999NV005070","FINE",6351133.71011674,3682587.55932438,48,9,"NASIS",NA
"1894","1999NV005009","CLAYEY-SKELETAL",6351443.28767691,3668307.80475777,64,16,"NASIS",NA
"1895","1999NV005010","FINE-LOAMY",6338569.51116603,3714224.59628418,27,6,"NASIS",NA
"1896","1999NV005011","LOAMY-SKELETAL",6366961.57789493,3648582.70030872,20,8,"NASIS",NA
"1897","1999NV005012","LOAMY-SKELETAL",6349969.20586439,3683777.66554053,20,8,"NASIS",NA
"1898","1999NV005013","CLAYEY-SKELETAL",6383512.06856842,3723117.93413951,64,16,"NASIS",NA
"1899","1999NV005014","LOAMY-SKELETAL",6369366.0869582,3688353.89082605,20,8,"NASIS",NA
"1900","1999NV005016","FINE-LOAMY",6358010.91837002,3697493.36772162,27,6,"NASIS",NA
"1901","1999NV005017","FINE-LOAMY",6349291.96502847,3679108.02534656,27,6,"NASIS",NA
"1902","99CA729X754jbf","FINE-LOAMY OVER SANDY OR SANDY-SKELETAL",6336762.7018935,3684799.60621077,18,12,"NASIS",NA
"1903","1999NV005955","LOAMY-SKELETAL",6353410.84182804,3683695.32724749,20,8,"NASIS",NA
"1904","1999NV019926","LOAMY-SKELETAL",6384966.95078817,3707372.79717248,20,8,"NASIS",NA
"1905","99CA693X927jbf","SANDY",6331496.18814272,3701531.05770786,6,6,"NASIS",NA
"1906","99CA693X928jbf","SANDY",6332900.18728785,3702668.61865568,6,6,"NASIS",NA
"1907","1999NV510929","FINE",6364743.11829754,3714675.28987637,48,9,"NASIS",NA
"1908","1999NV019931","LOAMY-SKELETAL",6385661.11649956,3679901.75417129,20,8,"NASIS",NA
"1909","1999NV005932","LOAMY-SKELETAL",6355368.89097604,3688796.44997427,20,8,"NASIS",NA
"1910","1999NV005933","FINE",6348227.74870111,3680852.97172633,48,9,"NASIS",NA
"1911","2000NV029001","CLAYEY",6375327.90624842,3734877.65895539,64,16,"NASIS",NA
"1912","2000NV029002","LOAMY-SKELETAL",6375470.24880771,3735030.23893975,20,8,"NASIS",NA
"1913","2000NV029003","CLAYEY",6369874.77147961,3750106.50532894,64,16,"NASIS",NA
"1914","2000NV029004","CLAYEY",6369226.58979349,3750299.90045806,64,16,"NASIS",NA
"1915","2000NV029005","CLAYEY",6366170.72631722,3756447.21238886,64,16,"NASIS",NA
"1916","2000NV029006","LOAMY",6367102.4398031,3753088.25859279,20,8,"NASIS",NA
"1917","2000NV029007","CLAYEY",6369667.13527904,3749356.33938245,64,16,"NASIS",NA
